Filename,Initial Clause Count,Processed Clause Count,Unprocessed Clause Count,Factor Count,Resolvent Count,Tautologies Deleted,Resolution Result
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD054-3.p,31,753,852591,2923,850441,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD031-1.p,31,1627,441799,3915,439498,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD008-2.p,34,1605,488042,3959,485669,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD082-3.p,32,771,923893,3071,921612,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD033-1.p,32,1676,451712,3936,449438,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD041-2.p,34,1642,474862,3937,472548,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD091-1.p,31,1649,448931,4003,446564,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD048-4.p,43,910,893414,2628,891704,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD004-1.p,31,1613,436699,3880,434419,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD092-3.p,30,739,877773,3016,875517,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD102-1.p,26,706,880397,3061,878067,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD035-3.p,34,792,864252,2829,862232,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD060-4.p,34,799,888597,2772,886641,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD030-4.p,33,785,879422,2890,877335,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD061-3.p,33,781,901034,2967,898866,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD071-1.p,32,1634,436809,3881,434548,18,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD051-3.p,34,786,838212,2810,836205,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD080-1.p,29,1649,447555,4060,445133,18,Time Out
